上海台,#genre#
广南电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
富宁电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8
丘北电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
西双版纳一套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
西双版纳二套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
内蒙古台,#genre#
内蒙古卫视,http://221.213.43.82:8888/newlive/live/hls/49/live.m3u8
鄂尔多斯四套蒙语频道,http://live.erdszs.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯一套汉语新闻综合频道,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8
鄂尔多斯二套经济服务频道,http://live.erdszs.org.cn/lsdream/ogvfqcp/1000/live.m3u8
伊金霍洛旗电视台,https://cms-play.yjhlnews.cn/live/vedio.m3u8
鄂托克旗电视台,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
赤峰新闻综合频道,http://stream.cfrtv.cn/cfzh/sd/live.m3u8?_upt=06cc9ba21705131303
赤峰影视娱乐频道,http://stream.cfrtv.cn/cfys/sd/live.m3u8?_upt=cd0694e01705129820
赤峰经济服务频道,http://stream.cfrtv.cn/cfjj/sd/live.m3u8?_upt=f8ee88721705132011
北京台,#genre#
北京新闻频道BTV9,https://live.funhillrm.com/5/sd/live.m3u8
石景山电视台,http://live.sjsrm.com/bjsjs/sd/live.m3u8
房山电视台,http://live.funhillrm.com/2/sd/live.m3u8
卫视,#genre#
北京卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
东方卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
河北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
安徽卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
吉林卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw1874077489_789689702/ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8?icpid=3&RTS=1669700475&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001450/index.m3u8
新疆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw993550557_162751766/ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8?icpid=3&RTS=1668604377&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
卫视台,#genre#
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
吉林卫视,http://stream1.jlntv.cn/jlws/playlist.m3u8
辽宁卫视,http://221.2.36.34:8888/newlive/live/hls/43/live.m3u8
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8
宁夏卫视,http://221.213.43.82:8888/newlive/live/hls/40/live.m3u8
甘肃卫视,http://221.213.43.82:8888/newlive/live/hls/36/live.m3u8
青海卫视,http://111.20.35.103:6610/000000001000/1000000002000013359/index.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=00#http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/39/live.m3u8
陕西卫视,http://221.213.43.82:8888/newlive/live/hls/41/live.m3u8
河北卫视,http://221.213.43.82:8888/newlive/live/hls/45/live.m3u8
山西卫视,http://111.59.63.32:9901/tsfile/live/1046_1.m3u8
山东卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8#http://111.20.35.103:6610/000000001000/1000000001000012807/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=00#http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/30/live.m3u8
安徽卫视,http://221.213.43.82:8888/newlive/live/hls/25/live.m3u8
河南卫视,http://221.213.43.82:8888/newlive/live/hls/33/live.m3u8
湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8
湖南卫视,http://111.59.63.32:9901/tsfile/live/1028_1.m3u8
江西卫视,http://221.213.43.82:8888/newlive/live/hls/46/live.m3u8
江苏卫视,http://221.213.43.82:8888/newlive/live/hls/22/live.m3u8
浙江卫视,http://111.20.35.103:6610/000000001000/1000000001000009806/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=00#http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/24/live.m3u8
东南卫视,http://221.2.36.34:8888/newlive/live/hls/44/live.m3u8
广东卫视,http://111.59.63.32:9901/tsfile/live/1032_1.m3u8
深圳卫视,http://221.213.43.82:8888/newlive/live/hls/28/live.m3u8
广西卫视,http://221.213.43.82:8888/newlive/live/hls/26/live.m3u8
云南卫视,http://221.213.43.82:8888/newlive/live/hls/27/live.m3u8
贵州卫视,http://221.213.43.82:8888/newlive/live/hls/29/live.m3u8
四川卫视,http://221.213.43.82:8888/newlive/live/hls/32/live.m3u8
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
西藏卫视,https://tv.vtibet.cn/live/vuXz3cg3TmRUYg.m3u8?secret=537766e7a79377fd956128d6b562f12f&time=65a1fcf1
海南卫视,http://221.213.43.82:8888/newlive/live/hls/50/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
海峡卫视,https://live6.fjtv.net/haixiapd/playlist.m3u8?_upt=523aa1a71705118183
吉林台,#genre#
吉林公共新闻频道,http://stream1.jlntv.cn/ggpd/playlist.m3u8
吉林电视7频道,http://stream1.jlntv.cn/fzpd/playlist.m3u8
东北戏曲频道,http://stream1.jlntv.cn/dbxq/playlist.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
延边一套新闻综合频道,http://live.ybtvyun.com/video/s10006-9ccd00054351/index.m3u8
延边二套汉语综合频道,http://live.ybtvyun.com/video/s10006-1c8f0ebfee9f/index.m3u8
四川台,#genre#
德阳公共频道,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
广安新闻综合频道,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD.m3u8
眉山新闻综合频道,https://live1.scmstv.cn/gqpd/playlist.m3u8?_upt=a15d3e391705125516
眉山公共频道,http://live2.scmstv.cn/ggpd/sd/live.m3u8
内江综合频道,http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
攀枝花新闻综合频道,http://zb.pzhgd.com:9095/live/xwzh.m3u8
国际,#genre#
TVBS新闻,http://livetv.skycf.eu.org/live.m3u8?c=5
中天新闻,http://livetv.skycf.eu.org/live.m3u8?c=7
中天亚洲,http://livetv.skycf.eu.org/live.m3u8?c=3
凤凰中文,https://0472.org/hls/youzaiSB/fhzw.m3u8
凤凰资讯,https://0472.org/hls/youzaiSB/fhzx.m3u8
凤凰香港,https://0472.org/hls/youzaiSB/fhhk.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CBN新闻,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
NHK世界,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
GB新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
金砖英文,http://brics.bonus-tv.ru/cdn/brics/english/tracks-v1a1/index.m3u8
TalkTV,https://live-talktv-ssai.simplestreamcdn.com/v1/master/82267e84b9e5053b3fd0ade12cb1a146df74169a/talktv-live/index.m3u8
TRT世界,https://tv-trtworld.live.trt.com.tr/master_1080.m3u8
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
CGTN新闻,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN纪录,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000528/index.m3u8?IAS
CGTN纪录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
CGTN阿语,http://livear.cgtn.com/1000a/prog_index.m3u8
地方,#genre#
北京新闻,http://iptv.8t.cx:8180/udp/239.3.1.159:8000
北京财经,http://iptv.8t.cx:8180/udp/239.3.1.116:8000
北京生活,http://iptv.8t.cx:8180/udp/239.3.1.117:8000
北京文艺,http://iptv.8t.cx:8180/udp/239.3.1.242:8000
北京影视,http://iptv.8t.cx:8180/udp/239.3.1.158:8000
北京国际,http://iptv.8t.cx:8180/udp/239.3.1.235:8000
体育休闲,http://iptv.8t.cx:8180/udp/239.3.1.243:8000
纪实科教,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
卡酷少儿,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001245/index.m3u8
中国教育,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001020/index.m3u8?love=freedom
职教频道,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001348/index.m3u8
纪实人文,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001019/index.m3u8
东方影视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
五星体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001018/index.m3u8
上海外语,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001128/index.m3u8
上海都市,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001015/index.m3u8
上海教育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001268/index.m3u8
上海新闻,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001014/index.m3u8
都市剧场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001203/index.m3u8
生活时尚,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001199/index.m3u8
金色学堂,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001194/index.m3u8
法治天地,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001195/index.m3u8
哈哈炫动,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001232/index.m3u8
七彩戏剧,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001308/index.m3u8
乐游频道,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001200/index.m3u8?love=freedom
动漫秀场,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001196/index.m3u8
欢笑剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
第一财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001017/index.m3u8
茶友频道,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002305/index.m3u8/?virtualDomain=yinhe.live_hls.zte.com
快乐垂钓,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002264/index.m3u8/?virtualDomain=yinhe.live_hls.zte.com
金鹰纪实,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001230/index.m3u8
金鹰卡通,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001460/index.m3u8
央视,#genre#
CCTV-1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV-2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV-3,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8
CCTV-4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
CCTV-5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8?
CCTV-5+,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
CCTV-7,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
CCTV-8,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
CCTV-9,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
CCTV-10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV-11,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV-12,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8
CCTV-13,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
CCTV-14,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001240/index.m3u8
CCTV-15,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001338/index.m3u8
CCTV-16,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001258/index.m3u8
CCTV-17,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8
CCTV-4K,http://[2409:8087:2001:20:2800:0:df6e:eb12]/ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
CCTV-8K,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/4/224/3221228165/index.m3u8
央视台,#genre#
CCTV-1 综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-2 财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-3 综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4 中文国际,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-5 体育,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV-5+ 体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6 电影,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-7 国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-8 电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV-9 纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10 科教,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-11 戏曲,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV-13 新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-14 少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15 音乐,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-16 奥林匹克,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-17 农业农村,http://111.59.63.32:9901/tsfile/live/1023_1.m3u8
CCTV-4K 超高清,http://113.117.74.17:8081/hls/144/index.m3u8
CCTV-16 4K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
宁夏台,#genre#
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8
安徽台,#genre#
安徽影视频道,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829369249612.m3u8
安徽经济生活频道,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829325295495.m3u8
安徽综艺体育频道,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829415240627.m3u8
安徽农业科教频道,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829358013848.m3u8
安徽公共频道,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829349154529.m3u8
安徽国际频道,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829422933950.m3u8
芜湖新闻综合频道,https://live3.wuhunews.cn/news/playlist.m3u8?_upt=b6b4994b1705122941
芜湖生活频道,https://live3.wuhunews.cn/channel2/playlist.m3u8?_upt=884b071a1705122943
芜湖公共频道,https://live3.wuhunews.cn/channel3/playlist.m3u8?_upt=c26c41e41705121135
宿州新闻综合频道,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
宿州公共频道,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
滁州新闻综合频道,http://live.cztv.cc:85/live/xwpd.m3u8
滁州科教频道,http://live.cztv.cc:85/live/sjpd.m3u8
滁州公共频道,http://live.cztv.cc:85/live/ggpd.m3u8
亳州农村频道,http://bzlivetv1.ahbztv.com/live/418.m3u8?t=1705117036&k=b6614db447a363700acdf883e1b125a5
池州公共频道,http://cm.wshls.homecdn.com/live/4abdf.m3u8
山东台,#genre#
济南鲁中频道,https://ts4.ijntv.cn/ltv1/playlist.m3u8?_upt=b93f73c51705125761
淄博生活频道,https://live.cbbn.net/zbsh/playlist.m3u8?_upt=6954eeeb1705125910
淄博都市频道,https://live2.cbbn.net/zbdspd/playlist.m3u8?_upt=b40e3e401705125918
青州电视台新闻综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州电视台生活频道,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州电视台文化旅游频道,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
济宁新闻综合频道,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
济宁图文频道,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
济宁公共频道,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
济宁教育频道,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
菏泽一套新闻综合频道,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽二套经济生活频道,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽三套影视频道,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
威海一套新闻综合频道,http://l1.weihai.tv:8081/hls/969O76hb21.m3u8
威海二套公共频道,http://l1.weihai.tv:8081/hls/969O76hb21.m3u8
威海三套海洋频道,http://l1.weihai.tv:8081/hls/969O76hb21.m3u8
新泰电视台综合频道,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
新泰乡村党建频道,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
新泰生活频道,http://live.xtgdw.cn:1935/live/xtsh/playlist.m3u8
新泰影视频道,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
临沂新闻综合频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂公共频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂农科频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
枣庄公共频道,http://stream.zztvzd.com/3/sd/live.m3u8
山西台,#genre#
山西经济与科技频道,https://livehhhttps.sxrtv.com/lsdream/4j01KWX/800/r7140r0.m3u8
山西影视频道,https://livehhhttps.sxrtv.com/lsdream/Md571Kv/800/a7iM050.m3u8
山西社会与法治频道,https://livehhhttps.sxrtv.com/lsdream/p4y5do9/500/f2dp0y0.m3u8
山西文体生活频道,https://livehhhttps.sxrtv.com/lsdream/Y00Xezi/800/j49Y0r0.m3u8
黄河电视台,https://livehhhttps.sxrtv.com/lsdream/lce1mC4/800/z2tl0e0.m3u8
太原四套影视频道,http://tytv-hls.cutv.com/J4EX72D/500/y7uJ0E0.m3u8?sign=0eb6ed2f0ecfd9b0bbc74302962c99c5&t=d26bbeaa
太原一套新闻综合频道,http://tytv-hls.cutv.com/49VAfrw/500/46o40V0.m3u8?sign=8b2ac601599b9a1389695171184299f0&t=d26bbeb7
太原二套百姓频道,http://tytv-hls.cutv.com/u8BmT6h/500/14ru0B0.m3u8?sign=d4d624cf9f57c26b41decd0bc02077b6&t=d26bbec1
太原三套法制频道,http://tytv-hls.cutv.com/phsry3e/500/j9p0s0y.m3u8?sign=2a6fcd7c90b01039040ac4fd76aa1da2&t=d26bbad7
太原五套文体频道,http://tytv-hls.cutv.com/rk8Z088/500/j49r080.m3u8?sign=071eda44aaa5db413923508576ec42ca&t=d26ba594
大同1套新闻综合频道,https://live.dtradio.com.cn/xwzh/playlist.m3u8?_upt=2ed453fa1705129783
大同2套公共频道,https://live.dtradio.com.cn/ggpd/playlist.m3u8?_upt=fd42e1331705130766
大同3套煤都生活频道,https://live.dtradio.com.cn/mdsh/playlist.m3u8?_upt=11feea781705125312
阳泉新闻综合频道,https://live.yqrtv.com/xwpd/sd/live.m3u8
阳泉科教频道,https://live.yqrtv.com/xwchne/sd/live.m3u8
运城一套新闻综合频道,http://live.0359tv.com/lsdream/ss4Lj11/live.m3u8
